snapshot_id,post_id,captured_at,window,impressions,engagements,likes,replies,reposts,bookmarks,profile_visits,link_clicks,conversions,revenue,epc
s-p-20260802-001-202608021200,p-20260802-001,2026-08-02T12:00:00+09:00,t0,0,0,0,0,0,0,0,0,0,0,0
